Gemeentecode;Wijkcode;Regionaam;Gemiddeld persoonlijk inkomen per inwoner (x 1000 euro);40 procent huishoudens met laagste besteedbaar inkomen;20 procent huishoudens met hoogste besteedbaar inkomen
;WK195007;Wijk 07 Ter Apel;22,2;44,9;12,2
;WK195008;Wijk 08 Ter Wisch;27,7;30,7;27,6
;WK195009;Wijk 09 de Maten;24,9;.;.
GM1952;Totaal;Midden-Groningen;23,3;43,4;13,7
;WK195201;Foxham en Hoogezand-Noord;21,9;58,9;7,1
;WK195202;Hoogezand-Zuid;18,3;57,3;5,5
;WK195203;Kalkwijk;27;23,1;21,5
;WK195204;Sappemeer;22,8;42,3;12
;WK195205;Kiel-Windeweer;27,2;24,5;23,7
;WK195206;Kropswolde;35,6;20,2;37,6
;WK195207;Foxhol;21,5;49,2;9,1
;WK195208;Westerbroek en Waterhuizen;25,5;37,4;14,8
;WK195209;Harkstede, Scharmer en Woudbloem;28,1;26,6;28,6
;WK195210;Kolham;24,2;33,3;14,3
;WK195211;Froombosch;25,7;28,7;20,4
;WK195212;Slochteren;23,7;44,9;13,7
;WK195213;Schildwolde;23,9;31,7;19,5
;WK195214;Hellum;26,8;30,5;24
;WK195215;Siddeburen;23,5;39,3;16,8
;WK195216;Eemskanaal-Zuid;29,5;33,4;24,1
;WK195217;Tjuchem en Steendam;28,9;25,1;24,2
;WK195218;Muntendam;22,1;44,2;11,2
;WK195219;Noordbroek;23,4;40,2;15
;WK195220;Zuidbroek;24,7;36;16,7
;WK195221;Meeden;25,6;34,5;17,8
GM1954;Totaal;Beekdaelen;27,4;34;21
;WK195400;Wijk 00 Onderbanken;25,6;36,2;18,3
;WK195401;Wijk 01 Nuth;25,3;45,9;14,4
;WK195402;Wijk 02 Wijnandsrade;30,2;29,2;23,7
;WK195403;Wijk 03 Hulsberg;28,8;26,9;23,9
;WK195404;Wijk 04 Schimmert;30,1;24,9;30
;WK195405;Wijk 05;28,6;30,4;24,4
;WK195406;Wijk 06 Amstenrade - Oirsbeek;27,4;31,9;21,3
GM1955;Totaal;Montferland;24,8;35,7;19
;WK195500;Wijk 00 's-Heerenberg;24,2;39,4;16
;WK195501;Wijk 01 Brakel;26,1;28,5;26,3
;WK195502;Wijk 02 Didam;24,9;34;19,9
GM1959;Totaal;Altena;26;30,7;25,1
;WK195901;Werkendam;24,5;33;23,6
;WK195902;Sleeuwijk;28,6;25,1;28,8
;WK195903;Nieuwendijk;26,4;34;20,7
;WK195904;Hank;26;32,5;22,5
;WK195905;Dussen;27;31,6;24,7
;WK195906;Woudrichem;27,7;30,7;23,3
;WK195907;Rijswijk (NB);25,1;34,3;24,5
;WK195908;Uitwijk;28,1;23,3;28,6
;WK195909;Waardhuizen;25,3;.;.
;WK195910;Giessen;24,1;33,7;22,1
;WK195911;Andel;25;27,6;25,8
;WK195912;Almkerk;28,2;29,7;27,6
;WK195913;Veen;24,1;33,9;24
;WK195914;Wijk en Aalburg;24,7;29,6;27,9
;WK195915;Babyloniënbroek;26,2;20,1;32,7
;WK195916;Meeuwen;25,4;27;27
;WK195917;Eethen;26,8;28,7;24,5
;WK195918;Drongelen;29,5;25,3;30,7
;WK195919;Genderen;26;28;28
GM1960;Totaal;West Betuwe;27,8;27,7;28,5
;WK196000;Geldermalsen;26,6;32,6;23,6
;WK196001;Deil;30,7;25,8;34
;WK196002;Beesd;29,2;27,4;30,1
;WK196003;Buurmalsen;26,6;25,9;28,9
;WK196004;Meteren;29,1;18,5;35,1
;WK196005;Haaften;26,9;30,2;27,3
;WK196006;Waardenburg en Opijnen;26,9;25;31,7
;WK196007;Varik en Ophemert;29,5;25,3;30,8
;WK196008;Asperen;26,6;27,8;26,1
;WK196009;Heukelum;28,4;27,5;27,1
;WK196010;Vuren;26,5;28;24,4
;WK196011;Herwijnen;27,8;29,2;30,3
GM1961;Totaal;Vijfheerenlanden;26,3;32,8;23,8
;WK196101;Tienhoven aan de Lek;26,6;.;.
;WK196102;Tienhoven aan de Lek buitengebied;28,7;14,9;39,4
;WK196103;Ameide;26,5;31,5;22,7
;WK196104;Ameide buitengebied;27;.;.
;WK196105;Meerkerk;26,5;28;25,9
;WK196106;Meerkerk buitengebied;27,9;24;35,4
;WK196107;Lexmond;27,8;35,1;26,9
;WK196108;Lexmond buitengebied;29,1;22,1;41,9
;WK196109;Nieuwland;24,2;29,9;22,9
;WK196110;Nieuwland buitengebied;27,6;19,1;43,2
;WK196111;Leerbroek;22,7;31,9;26,5
;WK196112;Leerbroek buitengebied;24,8;16,5;45,1
;WK196113;Kedichem;28,1;29,8;23,4
;WK196114;Kedichem buitengebied;32,4;11;47,7
;WK196115;Hei- en Boeicop;27,7;24,5;31,8
;WK196116;Hei- en Boeicop buitengebied;29,8;17,2;41,4
;WK196117;Oosterwijk;26,7;.;.
;WK196118;Amaliastein;29,5;19,8;31,1
;WK196119;Monnikenhof;26,5;27,5;23,2
;WK196120;Vianen bedrijventerrein;.;.;.
;WK196121;Vianen centrum;30,2;32,5;24,7
;WK196122;De Hagen;21,7;48,8;10,3
;WK196123;Vianen buitengebied;34,3;.;.
;WK196124;Leerdam-West;20,6;51,7;11,4
;WK196125;Leerdam-Noord;25,2;29,9;23,6
;WK196126;Leerdam centrum;27,9;43,1;12,1
;WK196127;Leerdam-Oost;27,3;32;24,1
;WK196128;Nieuw Schaik;28,3;.;.
;WK196129;Leerdam buitengebied;29,9;17,1;44,6
;WK196130;Schoonrewoerd;25,2;29,5;24,6
;WK196131;Schoonrewoerd buitengebied;29,1;17,2;47,3
;WK196132;Zijderveld;26,6;23,7;29,2
;WK196133;Zijderveld buitengebied;33,4;.;.
;WK196134;Hagestein;31,1;21,7;36,4
;WK196135;Hagestein buitengebied;29,9;20,3;43,9
;WK196136;Hoef en Haag;29,5;15,5;38,7
;WK196137;Everdingen;26,9;23,6;22
;WK196138;Everdingen buitengebied;30,4;12,2;53,1
;WK196139;Ossenwaard;.;.;.
GM1963;Totaal;Hoeksche Waard;28,9;28,7;26,5
;WK196300;Oud-Beijerland;28,8;28,9;27,1
;WK196301;Heinenoord;30,1;27,3;28,1
;WK196302;Mijnsheerenland;33,9;21,8;37,5
;WK196303;Westmaas;30,9;25,4;25,7
;WK196304;Puttershoek;27,7;31,6;22,2
;WK196305;Maasdam;31;23,7;29,3
;WK196306;'s-Gravendeel;27,1;33,5;21,1
;WK196307;Strijen;28,3;30,3;24,4
;WK196308;Klaaswaal;29,1;24,6;28
;WK196309;Numansdorp;30;29,9;27,8
;WK196310;Zuid-Beijerland;29,5;29,4;24,9
;WK196311;Goudswaard;26,7;28,2;25,6
;WK196312;Piershil;27,1;27,5;25,1
;WK196313;Nieuw-Beijerland;26,4;23,9;28,9
GM1966;Totaal;Het Hogeland;23,6;41;15,1
;WK196601;Ulrum;22,8;45;11,1
;WK196602;Leens;23,5;45,9;13,8
;WK196603;Kloosterburen;22,7;42,5;13,4
;WK196604;Oude Land;24,7;42,8;13,7
;WK196605;Sauwerd;25,4;33,3;20,4
;WK196606;Winsum;24,4;35,6;19,1
;WK196607;Baflo;23,8;43,5;16,1
;WK196608;Bedum;24,5;33,3;17,8
;WK196609;Warffum;23,9;43,4;12,4
;WK196610;Kantens;23,5;36,1;18,3
;WK196611;Usquert;23,8;42,8;12,9
;WK196612;Uithuizen;21;54,3;9,6
;WK196613;Uithuizermeeden;22,4;41,8;14,3
;WK196614;Eemshavengebied;.;.;.
GM1969;Totaal;Westerkwartier;24,6;33,7;19,5
;WK196900;Wijk 00 Grootegast;22,2;37,6;16,7
;WK196901;Wijk 01 Lutjegast;23,4;27,4;23,4
;WK196902;Wijk 02 Opende;22,3;32,6;19,1
;WK196903;Wijk 03 Oldekerk;23,7;29,2;18,7
;WK196904;Wijk 04 Leek;24,1;39,5;16,1
;WK196905;Wijk 05 Zevenhuizen;25,1;30,7;22,5
;WK196906;Wijk 06 Tolbert;24,6;37;16,5
;WK196907;Wijk 07 Midwolde;30;21,3;28,7
;WK196908;Wijk 08 Lettelbert;28,2;.;.
;WK196909;Wijk 09 Oostwold;27,4;30;23
;WK196910;Wijk 10 Enumatil;23,3;32,4;15,8
;WK196911;Wijk 11 Marum;25,4;32,3;21
;WK196912;Wijk 12 De Wilp;24,8;33,3;19,6
;WK196913;Wijk 13;27,2;38,9;16,7
;WK196914;Wijk 14;26,1;26,8;24,4
;WK196915;Wijk 15;24;37,2;18,2
;WK196916;Wijk 16;23,6;32,4;19
;WK196917;Wijk 17;25,9;33,1;19,7
GM1970;Totaal;Noardeast-Fryslân;21,8;41,2;14,2
;WK197000;Dokkum;21,9;45,8;12,9
;WK197001;Metslawier;22,1;33,6;16,9
;WK197002;Ee - Zuidoost;21,6;38,6;14,1
;WK197003;Anjum - Noordoost;22;39,9;14,8
;WK197004;Oosternijkerk - Noordwest;21,7;32,7;18,1
;WK197005;Ternaard;21,3;44;11,8
;WK197006;Holwerd;21,2;42,1;13
;WK197007;Hantum;21,7;34,6;18,6
;WK197008;Wijk 08 Bouwstreek;21,2;42,5;12,2
;WK197009;Wijk 09 Zuidwest;22,2;36,9;15,5
;WK197010;Wijk 10;23,5;33,2;19,8
;WK197011;Wijk 11 Kollum;22,1;43,4;13,7
;WK197012;Wijk 12 Oost;22,4;40,8;14,7
;WK197013;Wijk 13 Noordwest;22,5;30,1;19,3
;WK197014;Wijk 14 Zuidwest;20,8;38,1;14,8
GM1978;Totaal;Molenlanden;26,4;28;28,3
;WK197801;Wijk01-Arkel;26;35,2;21,4
;WK197802;Wijk02-Bleskensgraaf ca;26;27,6;29,4
;WK197803;Wijk03-Brandwijk;26,6;26,4;31,9
;WK197804;Wijk04-Giessenburg;28,7;22,9;32
;WK197805;Wijk05-Goudriaan;27,4;23,4;33,1
;WK197806;Wijk06-Groot-Ammers;26,6;27,9;27,3
;WK197807;Wijk07-Hoogblokland;28,3;23,2;29,6
;WK197808;Wijk08-Hoornaar;27,6;24,2;30,9
;WK197809;Wijk09-Kinderdijk;27,3;25,2;25,8
;WK197810;Wijk10-Langerak;25,8;29,7;27,8
;WK197811;Wijk11-Molenaarsgraaf;26,2;23,2;31,5
;WK197812;Wijk12-Nieuw-Lekkerland;23,2;32,1;23,3
;WK197813;Wijk13-Nieuwpoort;26,5;39,6;18,3
;WK197814;Wijk14-Noordeloos;27,7;24,6;33,8
;WK197815;Wijk15-Ottoland;27;23,1;37,7
;WK197816;Wijk16-Oud-Alblas;28,9;22,7;38,8
;WK197817;Wijk17-Schelluinen;28,8;23,5;28,3
;WK197818;Wijk18-Streefkerk;26,7;28,8;31
;WK197819;Wijk19-Waal;29,4;.;.
;WK197820;Wijk20-Wijngaarden;26,5;23,3;35,9
GM1979;Totaal;Eemsdelta;23,5;45,2;12,9
;WK197901;Delfzijl-Centrum;22,7;73,7;3,2
;WK197902;West;25,2;42,7;11
;WK197903;Farmsum;24,7;47,7;13,2
;WK197904;Tuikwerd;21,1;47,8;11,4
;WK197905;Fivelzigt;27,4;19,7;21,1
;WK197906;Noord;19,5;59,7;6,2
;WK197907;Buitengebied Noord-Bierum;25,4;33;17,7
;WK197908;Oosterhorn;.;.;.
;WK197909;Buitengebied Zuid-Termunten;24,8;35,3;16
;WK197910;Tussengebied;.;.;.
;WK197911;Appingedam-Centrum;25,2;59,4;9,8
;WK197912;Appingedam-Oost;20;55,2;7,2
;WK197913;Appingedam-West;25,3;29,9;19,6
;WK197914;Buitengebied Noord-Appingedam;28,8;.;.
;WK197915;Buitengebied Zuid-Appingedam;32,5;.;.
;WK197916;Buitengebied Noord-Loppersum;25;39,4;17,2
;WK197917;Buitengebied Noord-Stedum;24,5;34,1;16,2
;WK197918;Buitengebied Noord-Middelstum;22,9;43;15,1
;WK197919;Buitengebied Noord-'t Zandt;25,2;36,6;19
GM1980;Totaal;Dijk en Waard;26,4;29,6;22,5
;WK198001;Oudkarspel;27,6;28,2;25,6
;WK198002;Noord-Scharwoude;25;35,7;18,1
;WK198003;Zuid-Scharwoude;27,1;26,6;25,3
;WK198004;Broek op Langedijk;27,8;26,3;29
;WK198005;Sint-Pancras;27,2;25,8;27,4
;WK198006;Koedijk;29,3;.;.
;WK198010;Schrijverswijk;23,6;37,7;15,4
;WK198011;Schilderswijk;22,9;29,8;14,8
;WK198012;Planetenwijk;24,1;22,3;16,2
;WK198013;Bomen- Recreatiewijk;24,6;35,3;16,5
;WK198014;Heemradenwijk;26,7;32,1;15,2
;WK198015;Edelstenenwijk;25,3;22,7;19,9
;WK198016;Molenwijk;24,6;41,7;13,1
;WK198017;Rivierenwijk;22;45,9;9,2
;WK198018;Stadshart;25,2;59,7;4,7
;WK198019;Broekhorn;34,7;14,8;37,6
;WK198020;Bedrijventerrein Heerhugowaard;27,4;.;.
;WK198021;Butterhuizen;27,7;27;25,6
;WK198022;Oostertocht;26,7;31,7;22,9
;WK198023;Zuidwijk;25,8;24,2;26,4
;WK198024;Huygenhoek;27,4;17,1;33,6
;WK198025;Stad van de Zon;28,2;21;29,8
;WK198026;De Draai;28,7;9,3;36,3
;WK198027;De Noord;30,1;22,6;33
;WK198028;t Kruis;29,1;25;36,5
GM1982;Totaal;Land van Cuijk;26,2;32,8;22,4
;WK198201;Velp;28,2;21,2;34,8
;WK198202;Grave;25,9;35,8;16,6
;WK198203;Escharen;30,5;23,1;33,1
;WK198204;Gassel;26;25,9;25,5
;WK198205;Linden;28,7;23,9;33,9
;WK198206;Katwijk;28,1;21,8;28,2
;WK198207;Beers;28,8;26,4;28,2
;WK198208;Cuijk;24,6;39,9;16,3
;WK198209;Langenboom;26,5;27,2;28
;WK198210;Mill;25;35;22,1
;WK198211;Vianen;26,8;22,7;31
;WK198212;Sint Agatha;30,7;20,9;32,3
;WK198213;Haps;26,8;28;27,8
;WK198214;Oeffelt;26;26,2;24,9
;WK198215;Sint Hubert;26,2;33,2;25,5
;WK198216;Wilbertoord;25,1;26;28
;WK198217;Wanroij;26,3;29,2;27,9
;WK198218;Rijkevoort;26,6;25,6;26,4
;WK198219;Beugen;28,7;21,5;32
;WK198220;Landhorst;26,1;24,9;28,2
;WK198221;Ledeacker;29,1;19,7;34,9
;WK198222;Boxmeer;26,2;39,4;17,8
;WK198223;Sint Anthonis;27,5;31,2;25,3
;WK198224;Sambeek;28,8;22,1;29,5
;WK198225;Oploo;26,6;28,5;30,8
;WK198226;Stevensbeek;26,6;25,9;28,4
;WK198227;Vortum-Mullem;27,7;20,5;37,8
;WK198228;Groeningen;25,4;16,9;31,3
;WK198229;Westerbeek;25,7;22,4;26,5
;WK198230;Overloon;27;28,8;26
;WK198231;Vierlingsbeek;26,8;26,9;26,1
;WK198232;Holthees;27,8;18,3;33,2
;WK198233;Maashees;28,4;27,8;23,4
GM1991;Totaal;Maashorst;26,4;34,4;22,3
;WK199101;Uden;26,5;37;19,8
;WK199102;Volkel;24,8;31,1;24,2
;WK199103;Odiliapeel;26;29,8;28,2
;WK199104;Schaijk;26,8;28,3;28,1
;WK199105;Reek;27;29,2;27,5
;WK199106;Zeeland;25,9;29,6;27,8
